class,cap-shape,cap-surface,cap-color,ruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,x,,,f,y,f,w,n,o,t,?,k,k,p,,p,o,n,e,w,c,d
p,f,f,n,f,a,f,w,b,w,e,?,k,s,o,b,p,n,o,n,k,v,d
p,f,y,p,f,n,f,c,b,b,e,e,k,y,w,w,p,y,o,l,y,v,p
e,f,y,e,f,a,f,,b,,t,?,s,f,,g,p,w,o,n,n,s,d
p,b,s,r,t,n,,w,b,g,t,b,s,k,w,c,p,w,t,n,r,a,l
e,f,s,p,t,n,f,c,b,w,e,c,s,k,b,c,,w,,p,h,n,l
p,,f,r,f,c,f,,b,b,t,b,f,,w,n,,w,o,e,y,n,d
p,x,s,r,t,n,f,c,b,p,e,b,s,s,e,,p,w,t,p,r,c,l
e,c,y,,,f,f,,n,b,t,?,k,s,p,b,p,o,o,p,r,v,w
p,,y,p,f,f,,c,n,p,e,,,,,,p,w,o,e,h,y,g
e,f,g,y,t,l,a,c,,h,e,r,s,y,,w,p,w,o,p,o,s,p
e,x,s,g,t,s,f,,n,p,e,c,s,k,w,w,p,w,t,p,k,y,w
p,x,y,,t,m,f,c,n,h,e,e,k,,w,w,p,w,o,l,w,v,d
e,x,y,e,f,n,a,c,n,b,e,e,s,,w,,p,w,o,e,w,n,m
p,k,y,n,t,a,a,c,b,n,e,e,s,y,c,w,,w,o,p,,y,g
p,k,g,g,f,f,,c,b,p,e,b,,k,b,n,p,w,n,l,,a,
e,f,s,,t,s,f,w,b,,e,b,,f,g,w,p,w,o,p,k,a,g
e,x,y,g,t,n,f,c,b,p,t,b,s,y,w,o,,,,p,b,v,l
e,x,f,p,t,f,,,b,g,e,c,s,f,g,w,p,w,o,l,h,v,g
e,f,f,,f,c,f,w,n,,t,c,,f,,c,p,,o,e,k,a,g
e,c,,e,t,n,f,c,,g,t,e,,s,n,p,p,y,n,p,w,n,g
p,s,y,e,t,,f,c,n,b,t,b,,k,o,p,p,w,t,e,,v,g
p,x,y,g,f,f,a,c,n,n,t,b,k,k,,p,,n,n,e,n,y,d
p,x,y,w,f,c,f,c,n,k,e,r,s,k,p,,p,w,,e,h,y,u
p,x,f,y,,f,f,w,b,u,t,b,y,k,,w,p,n,o,l,b,y,p
p,b,g,,f,p,f,c,,h,e,b,k,y,b,n,,w,o,l,h,y,
e,f,y,,t,,a,c,b,b,e,?,y,f,w,o,,n,o,n,k,y,d
p,b,y,b,t,c,,w,b,n,e,e,s,,w,,p,w,o,l,o,v,w
e,x,y,g,t,l,f,c,b,o,,,k,,w,,p,w,n,p,,a,
e,f,g,n,t,y,f,c,b,k,,b,k,f,e,p,p,w,n,p,n,a,d
e,k,f,g,t,,a,c,,p,t,b,s,s,g,e,p,,n,p,o,y,g
p,,f,n,t,,f,c,n,,t,,,k,w,w,p,y,o,e,n,s,d
p,k,f,e,f,c,f,,b,g,t,b,k,k,p,w,p,w,,p,k,n,g
p,x,y,g,f,f,f,c,,h,e,b,k,,b,p,p,,o,e,h,s,p
e,s,y,b,,l,f,c,b,g,e,,s,s,b,,p,,t,,,s,g
e,,f,y,f,,a,c,b,p,t,b,f,,g,g,p,w,o,e,u,y,p
p,b,s,g,t,,f,w,n,g,t,r,s,f,w,b,p,n,o,,w,v,d
e,f,,g,t,l,f,,b,h,t,b,s,k,w,w,,w,o,e,w,y,p
e,b,y,g,t,n,f,c,b,r,t,b,y,k,p,w,p,n,,,h,v,
e,f,y,,t,n,f,w,b,w,e,b,s,s,p,w,p,w,t,p,w,a,p
p,f,g,c,t,y,,c,b,b,t,,k,k,w,p,p,w,o,e,n,v,
e,x,s,n,t,l,f,c,,p,t,?,s,s,p,w,p,n,o,l,k,c,g
e,c,f,n,f,n,f,c,b,b,t,r,f,y,w,p,p,w,o,f,k,s,g
p,x,y,g,t,f,f,w,b,w,t,?,k,s,w,p,p,w,o,n,,y,d
e,,s,n,t,y,f,c,n,u,t,r,s,k,b,p,p,n,o,l,n,y,m
e,,f,g,,m,f,c,b,,t,?,y,s,w,p,,,o,p,h,a,g
e,,y,w,t,n,f,w,b,p,t,b,k,,o,n,p,,o,l,k,v,g
e,b,y,,,n,f,c,n,p,e,,f,s,n,g,p,w,o,e,k,v,d
p,,y,e,f,s,a,,n,,,,f,,w,p,p,w,,f,w,v,l
p,f,,,f,f,a,c,b,p,t,,s,k,n,b,,w,o,f,n,v,u
p,f,,g,t,f,a,w,,,e,r,s,f,w,w,p,w,o,n,h,v,g
p,f,y,r,f,f,a,c,b,r,e,b,s,,b,w,p,,t,p,h,v,w
p,b,y,p,t,s,f,c,b,h,e,b,k,k,e,b,p,w,,,o,,w
p,x,g,e,t,f,f,c,,k,e,?,s,k,y,w,p,w,t,e,k,c,d
e,k,y,n,t,l,f,,b,w,e,e,,s,p,o,p,o,o,p,,y,m
p,x,f,,,y,f,w,b,h,t,?,k,,e,w,p,w,o,p,n,,p
p,f,f,,f,l,f,,n,h,,b,s,k,o,w,p,y,o,e,r,c,l
p,f,y,g,,a,a,c,b,,t,b,k,k,n,p,p,,t,l,w,v,g
e,s,f,g,t,n,f,c,b,r,t,,,k,w,o,p,,,e,w,n,w
p,x,,w,,a,,w,b,b,,e,k,s,b,b,p,w,,p,k,,u
p,s,y,e,f,y,f,w,b,y,t,r,s,s,p,b,p,w,,l,w,,d
p,f,g,g,f,a,f,c,n,n,e,b,k,,e,p,p,w,o,l,,v,d
e,b,y,n,f,f,f,,b,h,t,c,s,s,p,w,p,w,,l,y,c,l
p,f,y,n,f,c,f,c,b,b,t,?,k,k,,p,p,w,o,,w,a,
p,x,s,y,,p,,c,b,k,e,?,s,f,w,w,p,w,o,p,w,v,
p,c,,y,,m,f,c,b,,,b,s,k,e,b,p,w,o,,,y,p
e,k,y,g,f,,a,w,n,p,t,b,k,,g,p,p,w,,p,w,v,u
e,f,,u,t,,f,w,n,p,t,e,k,k,c,e,p,n,,n,w,y,g
e,x,,e,f,c,a,w,n,w,,b,s,k,w,w,,w,o,l,h,n,
e,s,s,,t,f,f,w,b,n,,,k,s,w,b,p,y,o,p,,s,g
e,f,y,n,f,,a,w,b,g,e,?,s,f,,g,p,w,o,p,,v,d
p,c,y,,t,m,f,c,,p,t,?,k,k,w,n,p,,n,p,w,n,
p,b,f,,t,f,f,c,n,k,e,?,k,s,p,n,p,w,o,p,o,y,u
e,f,f,y,f,n,f,c,b,,t,b,,k,w,c,p,o,o,e,o,c,w
p,s,,e,,n,f,c,b,n,,r,k,y,,w,p,w,t,e,k,n,d
e,,s,n,t,m,f,w,,u,e,b,s,k,,,p,y,,e,w,,
p,x,f,u,f,l,f,w,b,o,e,b,y,k,,b,,w,o,l,h,n,g
e,,,n,f,n,f,,n,n,e,b,k,k,p,c,p,n,o,p,n,v,d
e,,y,y,t,n,f,c,n,,t,?,s,s,n,n,p,w,o,p,w,a,m
p,x,f,g,f,f,f,,b,b,t,,,s,o,,p,w,n,p,n,s,
e,,s,w,f,p,f,c,,g,,b,k,s,n,w,p,o,o,,y,v,l
p,f,y,n,,y,f,c,n,,t,?,s,,p,w,p,w,o,p,,v,d
p,c,,g,t,f,f,,,b,t,b,k,s,w,p,p,w,o,l,b,y,p
e,x,s,e,t,,f,w,b,y,t,?,k,k,w,w,p,,,p,k,c,g
p,k,f,c,f,c,f,c,,h,t,b,s,s,p,,p,n,o,e,y,,l
e,f,s,n,f,s,f,c,b,,t,c,s,y,w,w,p,w,o,e,,s,m
p,x,y,g,t,p,f,c,b,k,,e,k,f,o,w,,w,n,l,b,y,g
p,x,y,n,f,f,f,w,n,g,e,r,s,k,,n,,,o,,w,s,u
p,f,y,,t,,f,c,b,b,e,?,s,s,p,o,,w,t,e,r,,p
e,x,f,e,f,y,a,c,b,w,t,c,s,f,w,e,p,w,o,p,k,v,d
p,f,s,u,t,l,f,c,b,,e,e,s,f,w,w,,y,n,l,u,v,g
p,,,u,f,f,a,c,n,u,t,b,,s,w,o,p,w,o,p,n,v,l
p,,,b,t,y,f,,n,b,e,e,k,k,p,p,p,o,o,,h,y,
e,,y,b,f,c,f,c,n,w,e,c,s,,n,e,p,n,o,l,k,v,g
e,x,g,b,t,n,a,w,b,p,e,e,s,y,,p,p,n,o,l,r,a,g
p,x,,,,f,a,c,,e,e,b,,s,w,w,,o,o,e,w,y,l
p,f,s,,t,f,,,b,h,t,b,y,y,c,w,p,,o,,h,c,
e,,,n,t,,,w,b,p,,?,f,s,w,n,p,w,n,p,k,v,p
p,x,s,g,t,s,f,c,b,b,t,r,s,f,c,p,,w,o,p,h,s,
e,f,f,e,t,n,f,c,b,n,e,b,k,s,g,c,p,y,o,f,k,n,d
p,x,s,,f,,f,c,n,b,t,c,s,,y,g,p,w,o,l,y,v,
e,x,s,e,,,a,c,b,b,e,b,k,f,p,w,p,,o,e,y,v,
e,f,s,,t,n,f,c,n,b,,?,,y,g,w,p,w,o,e,,a,g
e,b,s,n,f,y,f,w,b,h,t,,,s,w,w,p,o,o,e,r,a,g
p,x,f,y,f,f,f,c,n,,t,,f,s,w,w,p,w,,e,w,c,w
p,s,g,r,t,n,a,c,n,b,e,b,f,y,n,o,p,n,n,f,h,s,d
e,x,y,g,t,n,f,c,b,,t,,s,s,b,y,p,w,,p,h,c,l
e,k,,n,t,n,a,,b,w,t,b,k,s,w,p,,,o,p,,n,p
e,c,,y,f,n,f,w,b,h,e,r,s,,w,p,p,w,,e,o,,m
e,k,y,,t,n,f,c,n,p,e,b,,s,,p,p,w,o,p,h,s,p
p,,f,w,t,f,a,w,b,h,t,c,s,k,w,y,p,w,o,n,,v,d
p,,y,y,t,,f,c,n,g,e,b,k,k,,w,p,w,n,e,h,c,
p,c,s,w,f,p,f,c,b,b,e,c,k,s,w,o,p,w,o,l,w,c,d
p,x,s,p,f,f,f,w,b,w,e,b,s,k,c,p,p,,o,e,h,v,d
p,f,,y,t,f,f,c,n,o,e,b,f,s,p,c,,o,o,e,w,c,
p,f,f,n,f,s,,w,b,b,t,,s,y,,p,p,w,n,e,h,s,g
e,x,g,,,a,f,c,,n,,c,s,s,w,e,p,o,o,p,,s,
p,f,s,g,f,p,f,w,b,p,e,b,k,k,n,o,p,w,o,l,,y,g
e,f,y,e,t,,f,c,n,n,t,b,y,s,g,o,p,w,,p,,v,d
e,x,f,w,t,n,a,w,n,n,t,,k,s,n,w,p,w,n,p,n,,d
e,x,f,,t,y,f,c,n,w,t,b,,k,w,w,p,o,o,p,h,,g
p,k,g,e,f,s,f,,b,n,e,b,,s,w,w,,y,n,n,y,c,g
e,f,,n,t,y,f,c,,n,t,b,s,,p,p,p,w,o,p,,v,d
p,b,s,n,f,f,f,c,b,p,e,b,s,f,,,,o,o,e,b,y,
p,c,s,,t,f,f,c,b,n,t,,s,s,y,b,p,w,o,e,h,,m
e,x,f,e,t,s,a,c,b,b,t,?,f,s,o,c,,n,,p,h,a,p
p,k,f,u,t,f,f,w,,w,,e,k,k,w,o,,w,o,p,w,n,p
e,,g,y,,f,f,c,n,,t,?,s,s,w,o,p,w,o,,n,y,g
e,k,g,e,f,c,f,w,b,b,t,,s,s,g,w,p,w,,f,w,y,d
p,f,y,g,,,,w,b,p,t,r,f,k,p,g,p,w,t,,k,,d
p,k,y,p,f,m,,c,,w,t,,s,s,g,w,p,w,o,e,w,c,d
e,x,f,n,f,,f,,b,g,t,b,k,y,w,p,p,,o,p,h,n,p
p,x,f,e,f,f,f,c,b,,t,e,s,,n,b,p,w,o,e,h,s,
e,b,f,y,f,n,f,c,,p,,?,,s,,b,p,n,o,n,h,y,p
e,x,s,,t,l,f,c,b,o,e,?,k,s,w,p,p,w,t,e,k,n,l
e,f,y,,f,,f,c,n,n,t,b,y,k,g,w,p,w,t,p,h,y,
e,,f,n,f,l,a,w,b,e,,b,s,s,e,w,p,w,o,e,n,v,u
e,f,f,w,f,,f,w,b,,t,e,s,s,w,w,p,w,o,e,o,,l
p,,f,y,t,n,f,w,b,h,t,?,s,s,w,w,p,w,o,,r,n,
p,k,,y,f,a,f,c,,g,e,?,k,k,,b,p,w,,p,r,a,u
e,x,y,g,t,n,,c,b,h,e,b,s,s,g,b,p,,,n,h,,d
e,,s,n,f,n,a,c,b,w,t,b,s,s,b,,p,w,o,p,h,v,d
p,s,f,y,f,m,,c,n,g,t,,k,s,p,p,p,w,,e,h,c,
p,b,y,e,t,f,f,c,b,,t,c,,s,w,g,p,w,n,p,h,n,g
e,x,f,g,t,a,f,c,b,p,e,r,y,k,y,p,p,w,o,e,w,s,w
p,,s,e,t,f,f,c,n,b,t,,s,s,e,p,,w,,l,,v,l
p,f,f,g,f,f,f,,n,g,,?,s,s,g,y,p,n,o,,r,,p
e,f,f,e,t,n,,,,p,e,c,k,f,p,,p,w,o,e,b,v,w
e,f,y,,f,l,f,c,n,g,t,?,,f,,w,p,w,o,l,h,v,g
e,f,s,e,f,s,,c,b,,t,e,s,s,w,b,p,y,o,p,h,a,p
p,f,s,w,f,,,c,n,p,t,b,s,s,o,p,p,w,o,p,n,,u
p,k,s,r,,f,f,w,b,g,t,r,s,,g,,p,w,o,p,,y,u
e,x,s,e,t,n,f,c,b,,t,b,s,s,o,p,p,,,p,k,y,m
p,x,,g,f,y,,w,n,h,,?,s,k,w,p,p,,o,p,r,v,d
e,b,s,,t,s,f,c,,g,,c,s,f,w,y,p,,o,p,h,c,d
e,s,g,y,f,a,f,c,b,b,t,c,s,k,p,g,,w,o,p,w,,
p,f,f,n,t,f,,c,n,h,e,c,f,y,n,w,p,,o,e,r,v,u
e,c,f,c,f,a,f,,n,p,t,?,s,s,p,g,p,o,o,p,k,v,g
e,f,s,y,f,a,f,c,n,w,e,,s,s,w,,p,w,o,l,u,n,d
e,x,,g,,n,f,w,b,k,t,b,s,y,b,g,p,w,o,n,w,,
p,b,y,p,f,f,f,c,n,b,e,?,s,k,n,b,p,w,o,e,n,,l
e,,y,e,t,s,f,c,n,,t,e,s,k,w,p,p,w,o,p,w,a,g
e,f,g,n,t,n,,c,b,b,t,e,s,k,w,,p,w,n,p,n,s,l
e,x,y,n,f,,f,c,n,g,t,b,k,y,o,g,p,n,o,l,w,c,u
p,k,s,,t,p,f,c,n,n,t,b,y,k,b,b,p,w,n,l,n,a,
p,x,y,w,t,f,f,c,,u,t,r,s,s,p,w,p,w,o,n,,v,m
e,f,f,c,f,n,f,w,b,p,t,b,f,f,g,c,p,y,o,f,b,y,w
e,x,y,u,t,,,c,n,,t,b,s,k,w,w,p,w,o,p,w,,m
p,x,y,y,t,f,a,w,b,b,t,r,s,y,,,p,n,t,e,k,n,u
e,s,y,y,t,l,f,c,b,n,t,b,k,s,p,o,p,w,t,p,k,y,d
p,f,y,n,f,f,f,w,b,n,,b,s,f,e,p,,,o,l,h,,p
e,k,s,g,f,n,f,c,b,w,t,?,f,s,w,w,,y,t,l,k,n,d
e,x,s,w,t,l,,w,n,p,e,b,y,,,p,p,w,o,n,o,v,p
e,c,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,t,p,k,n,w
p,f,y,y,f,p,a,c,,r,e,r,s,s,g,p,p,w,o,,n,y,d
p,b,f,w,f,f,f,,b,n,,?,s,,w,w,p,w,o,p,b,y,w
p,c,y,p,f,l,f,c,b,,t,b,f,k,w,w,p,,,e,h,v,u
p,x,f,y,f,a,f,w,,h,e,?,k,k,p,n,p,,o,l,k,s,d
p,f,s,n,t,l,f,c,,e,,e,s,s,c,n,p,w,n,e,b,c,p
e,c,f,e,f,f,f,w,b,,,b,s,s,w,o,p,w,o,,k,v,l
e,b,f,,t,s,f,c,b,y,t,?,k,s,w,w,p,,o,n,,s,g
e,b,s,g,t,n,f,c,n,,t,c,y,y,c,w,p,w,o,p,r,,u
e,x,y,g,f,f,,c,,w,e,e,y,s,w,,p,n,o,,w,n,g
e,k,f,y,t,n,a,c,b,n,e,?,k,f,w,p,p,w,o,,h,v,g
e,x,g,n,t,n,f,c,n,p,,b,f,y,w,w,p,,,e,,a,p
e,f,f,y,t,n,f,c,b,n,t,b,s,s,g,y,p,w,t,p,k,c,m
p,,y,g,f,,f,c,b,b,,?,,f,w,b,p,o,o,p,k,y,
e,s,g,w,t,a,f,c,n,y,e,,s,f,w,w,p,y,n,f,w,c,
p,s,f,n,,s,,c,n,k,t,?,s,s,g,w,,w,o,p,w,y,l
p,,,n,f,,f,c,b,g,,e,s,k,w,g,p,w,,f,h,v,l
e,s,y,e,t,,f,c,,n,e,,f,s,p,g,p,w,n,,w,v,l
e,,y,r,t,a,f,c,n,p,e,?,f,s,e,g,p,,o,e,h,,l
e,k,f,n,f,n,f,w,n,b,t,,,s,c,,p,n,o,e,y,s,m
e,b,g,,,n,a,,b,u,t,,,s,p,p,p,y,n,p,k,v,l
e,,,g,f,y,f,c,b,n,t,e,f,,w,e,p,w,o,l,n,v,l
p,x,g,u,f,f,f,c,b,,t,,y,,,p,p,w,n,,,,l
e,c,f,,t,m,a,,b,w,t,?,,f,,w,p,w,o,n,k,c,d
p,f,f,g,,m,f,w,,h,e,,y,s,w,w,p,w,o,n,n,v,
e,f,y,y,f,l,,w,,n,e,?,s,k,w,p,p,,,p,n,n,d
p,x,g,u,,,a,c,b,,e,?,f,f,w,w,,w,t,e,k,,d
p,b,f,r,,l,f,c,b,b,,?,k,s,,p,p,o,o,p,w,y,d
e,f,s,g,t,n,f,c,,,t,b,s,s,p,,p,n,o,p,w,s,d
e,,y,y,f,l,f,c,b,n,e,b,s,s,b,o,p,,o,n,h,y,l
p,x,y,,f,m,f,,b,g,e,,k,s,w,n,p,,o,p,w,v,g
e,f,y,,f,s,,c,n,,,b,s,y,p,w,p,w,o,p,k,,d
p,f,y,,f,s,f,,n,p,e,b,f,s,b,w,,w,o,l,h,v,w
p,f,s,,,,,c,n,w,t,b,k,s,,,p,n,o,p,o,y,m
p,k,s,r,f,f,,c,n,b,t,?,k,f,e,y,p,w,o,,n,c,g
e,x,y,c,f,n,f,w,n,o,t,?,k,s,n,w,p,w,o,f,h,v,m
p,,s,r,f,p,a,c,b,p,,e,f,s,w,g,p,w,o,p,,a,g
p,k,f,w,f,,f,c,b,,e,e,s,,n,p,p,w,t,,,n,g
e,f,,,f,s,,c,n,,t,c,s,y,w,w,,w,,e,w,n,d
p,x,y,g,f,,f,c,b,u,t,c,s,y,o,,p,w,,l,b,c,u
p,x,s,b,,f,a,c,b,p,e,e,s,,,y,p,w,o,p,k,s,u
e,k,y,n,f,n,f,w,b,b,,b,s,,p,p,,o,n,p,b,a,g
p,k,y,n,,f,f,w,b,y,e,e,s,s,w,w,p,w,o,n,k,v,g
p,b,y,y,t,,a,c,n,n,t,e,y,f,w,w,p,w,o,p,k,s,
p,x,s,p,f,p,f,c,n,b,t,?,s,k,e,w,p,,o,e,b,a,l
e,x,s,p,t,f,f,c,b,w,,,s,s,b,w,p,w,o,p,n,,
e,f,f,w,f,n,,c,b,b,,,,s,,w,,n,o,e,o,,g
p,s,y,c,t,,f,c,n,u,t,b,s,s,w,w,p,w,,l,n,v,w
e,x,f,n,f,n,f,w,n,n,t,,s,k,y,w,p,,o,p,k,v,l
p,x,f,w,,p,f,,n,p,,?,k,f,w,o,p,y,o,l,u,,w
p,x,y,b,,f,f,c,n,k,,?,,s,p,,p,w,o,f,h,s,d
e,,s,,,f,f,c,n,w,t,b,f,,n,w,p,w,o,,w,v,g
e,,g,n,,f,a,,b,,e,c,s,f,p,c,p,w,o,p,n,v,p
p,x,y,g,f,f,f,c,,h,e,,f,k,p,n,p,w,,f,h,v,p
e,f,s,e,f,,a,w,b,p,t,b,k,s,b,o,p,w,o,,r,c,u
p,k,y,e,f,,a,,b,w,e,,s,f,w,g,p,n,o,p,k,,p
p,b,,,f,l,f,w,b,,e,?,f,s,,n,p,w,n,p,b,v,p
e,b,s,w,,n,f,c,b,k,,e,s,s,w,w,p,w,n,n,n,n,g
e,x,y,n,f,n,f,c,b,n,,b,y,s,p,e,p,w,o,n,k,n,
p,c,s,n,f,y,f,c,n,b,t,?,s,,p,,p,,o,e,,n,p
e,x,s,e,t,,f,c,b,o,t,b,f,y,w,w,p,,o,p,n,v,d
e,s,f,w,,n,a,c,n,,t,b,s,s,w,p,p,w,o,p,n,y,d
p,f,f,e,f,c,a,c,b,g,t,b,f,y,b,,p,w,o,e,w,v,g
e,x,y,e,f,a,,c,b,b,e,,s,k,c,o,p,n,,p,k,v,
p,f,,y,t,f,,c,,p,e,b,s,,,e,p,w,t,e,h,a,u
p,c,f,w,f,y,f,w,n,,e,b,,k,w,w,p,y,t,e,u,,p
e,b,,,t,n,f,w,b,,t,b,f,s,b,w,p,,o,e,y,s,d
e,x,f,y,f,n,f,c,b,p,e,r,y,f,w,b,p,w,o,p,n,c,d
e,,s,g,f,n,f,w,,n,e,b,f,f,g,o,p,w,,e,n,v,
e,s,y,n,t,l,f,c,n,b,e,?,k,s,g,p,p,w,o,p,,,d
p,x,f,b,f,l,f,c,n,n,,c,,f,b,w,p,,n,,u,v,d
p,c,g,g,t,f,f,c,,u,t,b,s,f,p,e,p,w,o,,n,y,m
p,s,g,,t,s,f,c,,b,t,r,k,k,w,w,p,,o,e,n,v,p
p,b,s,n,t,p,f,c,b,o,e,c,s,,,w,p,w,t,,k,y,g
e,c,s,e,f,f,f,c,n,o,t,b,y,s,p,,p,w,o,,k,v,d
e,f,s,g,f,n,a,,,p,,,k,f,y,w,,,o,e,w,s,
e,,s,n,t,,f,w,n,n,e,e,s,s,p,w,p,,o,l,n,y,d
p,s,s,n,f,f,,,,n,t,?,s,k,,p,p,w,o,p,w,v,l
e,b,f,y,t,l,f,c,n,g,e,,y,s,g,g,p,y,o,l,n,v,l
e,f,f,g,f,n,a,c,n,,,?,s,s,w,n,p,w,t,p,r,,
e,f,y,c,t,n,,w,b,n,e,b,,s,p,n,p,o,t,e,w,v,w
p,x,s,y,f,n,a,w,n,u,e,c,f,s,b,p,p,,o,p,w,v,m
p,k,s,y,t,,,c,n,p,t,e,k,k,e,p,p,w,n,e,h,,w
e,s,,r,f,n,f,,,,t,b,s,,w,p,p,w,t,l,h,c,u
e,k,f,p,f,n,f,c,b,h,t,e,k,s,,b,p,,o,,n,s,l
p,,y,p,f,,,c,n,g,t,b,y,s,c,w,p,w,n,p,n,v,g
e,b,f,e,,n,f,c,b,b,t,b,k,s,p,w,p,,o,l,b,s,d
p,s,y,g,f,,f,,,,e,b,k,k,w,g,,w,o,l,h,n,p
p,k,s,r,t,f,,c,b,p,e,c,y,s,n,g,p,w,o,e,n,v,m
e,s,y,,,,f,c,,,e,?,s,s,y,p,,w,o,p,w,v,
e,f,s,g,t,y,f,w,b,b,,e,,s,w,,p,,n,p,w,a,l
e,,y,e,t,m,f,c,,g,e,b,k,s,c,n,p,w,o,p,,s,
p,k,y,,f,l,f,w,n,b,t,?,y,k,w,w,p,w,o,,k,v,p
p,x,,b,,f,a,c,n,b,e,b,f,y,p,w,,w,t,e,n,y,
e,b,f,n,f,n,f,,b,n,t,b,s,s,,p,p,w,o,l,h,s,m
e,f,f,e,t,n,a,w,b,k,t,b,k,s,p,w,p,w,o,p,,n,
e,k,y,y,t,a,,w,n,p,e,,,y,,p,p,w,,e,o,n,g
p,,f,u,f,,a,c,b,w,e,c,s,s,w,g,p,w,o,e,b,,d
e,f,s,n,t,n,f,w,b,h,t,c,s,k,w,o,p,,t,,b,a,u
p,x,f,p,f,f,f,c,b,k,e,e,f,k,p,w,p,w,o,p,h,,d
e,,g,y,f,n,f,c,n,k,e,?,s,k,w,b,p,w,o,e,n,v,g
e,k,s,n,t,n,f,c,b,g,,,k,,e,,p,w,,f,,v,d
p,f,s,n,t,n,f,w,n,,e,?,s,s,e,p,p,w,o,f,k,,d
p,f,y,g,f,f,a,c,n,g,t,e,s,,w,w,p,w,t,e,n,v,l
e,x,f,g,,,f,c,,g,t,c,k,s,g,p,p,w,o,p,h,,g
p,,s,y,f,y,a,c,b,b,t,r,y,s,w,w,p,w,,e,b,n,p
e,x,s,e,f,n,a,c,b,b,e,b,,k,w,w,p,w,o,e,w,n,
e,x,y,e,t,n,f,c,n,u,,e,f,y,,g,p,y,,f,h,v,g
p,f,s,w,t,,f,c,b,u,,b,s,f,,p,p,w,o,e,k,v,p
e,k,s,y,f,,a,c,,o,e,c,s,k,c,e,,w,,p,y,s,u
p,b,,g,f,l,a,,n,,e,b,s,f,w,,p,w,n,,k,v,p
p,x,,y,f,p,f,c,b,b,e,c,k,s,w,w,p,o,,p,w,v,d
p,x,s,r,t,f,a,c,b,n,,e,k,k,p,o,p,n,o,l,u,v,u
e,x,y,c,t,n,f,w,b,b,e,,k,s,,w,p,w,o,e,,c,p
e,,f,w,t,n,f,w,,u,,e,k,k,w,w,p,y,o,p,r,,g
p,s,f,e,f,p,f,c,b,b,t,?,k,k,w,y,p,w,o,e,n,s,w
e,,f,p,,a,a,w,n,p,e,b,s,k,w,w,,w,,f,n,n,d
p,x,y,n,t,y,f,w,b,p,e,?,s,s,p,o,p,w,o,,h,,
p,f,s,u,f,y,f,c,n,r,t,?,,s,n,w,p,w,t,l,b,a,w
e,b,,n,t,n,f,w,b,y,e,?,k,s,,,p,w,o,,k,v,g
e,,g,u,f,m,,w,n,r,t,e,,s,y,p,p,,o,f,o,n,l
p,x,s,b,t,,,w,b,n,t,b,s,,w,w,p,w,,p,y,n,u
e,k,f,e,f,a,a,,b,y,t,?,s,s,g,w,p,y,,p,,a,p
p,,y,,t,f,f,c,b,g,e,b,k,,p,b,,w,o,e,u,y,p
e,x,f,n,f,n,f,c,b,n,t,r,s,s,e,p,p,n,o,e,k,n,d
e,b,s,,t,n,f,w,n,y,e,r,f,y,p,w,p,w,o,l,,v,g
e,k,s,y,f,y,f,c,b,y,t,b,s,f,p,p,p,w,o,p,n,y,d
e,,,r,f,n,f,c,b,n,t,b,k,s,p,c,p,o,o,p,k,y,p
e,x,,,t,l,,c,b,p,t,r,s,s,g,g,p,y,t,p,k,v,d
p,x,f,w,f,y,f,c,n,b,e,,s,k,b,w,p,y,,e,w,v,g
p,s,f,,f,p,f,w,n,w,e,?,,k,p,w,p,w,n,l,,,g
e,f,,w,t,c,f,,b,w,t,?,f,y,w,p,p,,n,e,o,,
p,x,g,c,f,s,f,w,b,n,e,,y,s,n,w,p,w,o,l,,v,g
e,x,s,w,f,n,f,w,n,b,t,b,,,p,w,p,y,o,,w,s,l
p,c,y,,f,f,f,c,b,o,t,e,k,s,b,w,p,w,o,l,u,n,w
p,x,y,e,t,n,f,c,n,n,t,e,k,k,c,w,p,o,t,e,h,v,d
e,c,f,c,f,l,f,,,n,t,?,k,k,w,w,p,w,t,l,n,v,p
e,c,g,g,t,,f,c,n,r,t,c,s,s,w,,,w,t,p,h,a,l
p,x,s,,t,f,f,c,n,w,e,b,f,y,w,p,p,o,n,n,,s,u
p,,y,e,t,f,,,b,,e,b,k,s,w,,p,,o,l,b,v,l
e,x,s,n,f,n,f,,b,w,e,b,f,s,w,w,p,w,o,f,,v,d
e,c,f,,t,n,f,c,n,r,t,b,k,k,e,w,p,w,,l,w,c,g
e,x,s,g,t,c,f,c,n,,,,s,f,,c,,o,t,e,h,c,d
p,f,f,,t,f,a,w,b,p,t,?,k,y,o,y,p,w,n,p,,,d
p,f,f,g,,p,,c,n,w,e,b,,f,p,w,p,,t,n,w,n,d
e,x,,,t,s,,,,g,e,b,s,k,w,p,p,,n,l,h,s,u
e,k,y,,f,n,f,,b,p,t,b,f,s,o,g,,w,o,e,n,n,
e,c,s,g,t,p,f,c,b,n,e,r,k,s,y,b,p,w,t,p,w,a,g
