City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed
Sydney,Australia,2023-09-28,62.41,52.36,67.16,42.94,7.55,70.59,12.45,61.73,3.0
Cairo,Egypt,2023-07-26,144.81,27.22,73.29,22.73,9.7,106.06,14.78,48.08,7.65
New York,USA,2023-04-24,93.8,102.83,96.01,36.49,2.84,126.42,4.14,66.89,12.52
Los Angeles,USA,2023-08-14,111.52,124.23,90.2,35.45,4.79,103.27,8.6,33.63,17.48
Moscow,Russia,2023-08-03,80.08,174.77,40.79,7.03,0.62,151.31,-8.75,32.5,2.53
Madrid,Spain,2023-06-13,59.07,66.56,75.42,43.94,9.36,33.57,7.79,57.57,13.88
Istanbul,Turkey,2023-09-08,19.31,17.29,6.98,29.1,9.36,20.89,16.7,13.93,15.99
Mexico City,Mexico,2023-03-16,122.83,109.46,65.43,47.89,3.75,121.27,25.48,55.05,17.1
Johannesburg,South Africa,2023-07-03,89.34,135.21,73.01,10.38,0.34,126.35,17.42,25.59,6.43
Rio de Janeiro,Brazil,2023-09-18,24.82,132.52,54.85,16.66,0.71,176.08,35.93,55.07,8.49
Toronto,Canada,2023-06-13,122.74,114.21,79.75,44.13,6.48,191.3,25.9,82.96,19.96
Bangkok,Thailand,2023-03-09,89.94,30.39,8.03,47.64,8.31,41.77,-5.88,55.24,1.24
Sydney,Australia,2023-07-17,20.24,99.63,24.46,25.72,1.7,98.36,18.88,61.78,7.66
Los Angeles,USA,2023-03-24,70.9,116.52,79.55,20.98,3.31,17.44,1.91,81.4,3.03
Berlin,Germany,2023-12-22,114.92,133.34,69.59,5.74,5.7,34.67,24.07,59.04,5.64
Berlin,Germany,2023-09-14,66.54,33.92,15.36,28.15,7.04,130.36,21.05,71.24,9.36
Mumbai,India,2023-02-14,125.21,174.92,48.13,17.24,5.39,45.1,16.08,53.87,7.86
Moscow,Russia,2023-07-09,64.69,146.29,9.26,13.98,9.82,173.26,33.28,23.2,13.17
Mumbai,India,2023-04-07,98.43,192.17,91.72,32.66,8.42,194.85,20.71,42.12,19.7
Seoul,South Korea,2023-01-02,28.48,61.7,84.76,10.15,4.49,90.05,15.08,59.02,12.77
Madrid,Spain,2023-01-05,147.81,110.78,71.19,21.14,3.03,63.76,37.25,68.46,6.42
Rio de Janeiro,Brazil,2023-03-28,54.29,38.6,29.62,39.89,8.09,103.39,6.98,73.72,14.06
Rio de Janeiro,Brazil,2023-01-13,50.06,65.97,85.47,48.67,0.64,103.81,27.24,72.86,14.84
London,UK,2023-07-03,34.37,168.62,43.53,10.6,3.78,57.24,7.16,99.36,8.33
Tokyo,Japan,2023-01-14,141.75,182.17,52.0,40.36,8.49,151.03,19.9,39.78,17.6
Moscow,Russia,2023-01-21,38.62,85.53,22.97,18.54,8.33,130.57,7.96,75.34,5.35
Berlin,Germany,2023-10-14,56.45,51.3,53.68,35.22,1.1,101.54,11.01,21.18,10.81
Dubai,UAE,2023-05-07,24.9,138.94,93.64,30.95,7.04,89.29,17.96,13.79,17.16
New York,USA,2023-09-04,111.03,161.78,93.62,22.88,6.15,116.51,24.21,18.19,3.14
Los Angeles,USA,2023-04-28,46.71,61.56,59.41,34.04,1.38,159.6,-4.6,53.09,7.65
Mexico City,Mexico,2023-02-27,108.59,111.8,30.69,31.55,6.9,93.59,22.96,43.98,3.78
Bangkok,Thailand,2023-07-12,68.28,17.0,32.07,38.27,2.28,187.81,15.25,43.43,3.03
Beijing,China,2023-07-16,37.2,158.12,28.72,4.13,0.99,198.11,24.86,62.17,15.41
Johannesburg,South Africa,2023-09-15,111.1,199.99,55.34,38.21,4.69,47.11,-9.6,46.64,4.97
Tokyo,Japan,2023-05-10,50.69,78.48,95.98,40.64,1.64,49.44,-4.66,41.3,10.62
Berlin,Germany,2023-09-08,90.0,184.07,19.93,44.41,7.71,114.79,-9.79,33.64,12.32
Cairo,Egypt,2023-03-23,76.45,124.83,20.31,28.91,7.07,87.88,30.62,79.63,10.76
Sydney,Australia,2023-05-15,87.33,149.2,12.84,49.14,3.31,176.61,25.66,28.75,4.97
Madrid,Spain,2023-12-12,81.23,116.47,77.76,24.27,6.19,62.65,37.09,28.57,0.95
Seoul,South Korea,2023-12-02,66.5,48.21,32.43,44.07,9.05,22.88,4.36,94.13,9.13
Rio de Janeiro,Brazil,2023-01-24,136.78,80.31,7.62,10.18,2.01,69.42,37.0,39.59,4.25
Tokyo,Japan,2023-02-02,114.88,20.5,38.11,10.25,9.01,94.48,8.33,83.24,17.67
Mexico City,Mexico,2023-12-11,72.53,119.78,48.19,29.56,8.34,97.56,14.66,42.08,3.53
Berlin,Germany,2023-10-20,122.1,15.67,91.05,9.26,8.56,95.38,18.21,54.0,3.66
Los Angeles,USA,2023-03-02,109.62,95.18,64.9,14.95,2.73,130.41,31.62,28.24,17.04
Bangkok,Thailand,2023-10-27,51.87,112.85,67.89,10.07,3.05,180.71,1.0,43.66,7.09
Rio de Janeiro,Brazil,2023-11-25,101.06,111.64,61.73,29.59,6.84,145.8,8.86,35.71,15.34
Cairo,Egypt,2023-10-28,32.08,21.29,25.91,48.77,7.25,169.11,37.8,60.02,1.25
Dubai,UAE,2023-07-03,63.28,199.59,99.86,3.99,5.23,55.15,36.78,14.51,14.48
Johannesburg,South Africa,2023-10-24,75.32,196.18,47.17,9.66,3.86,197.76,7.35,77.09,10.48
Bangkok,Thailand,2023-06-21,44.65,186.67,16.83,13.68,0.5,56.54,5.29,51.52,17.75
New York,USA,2023-12-26,126.76,32.54,64.25,27.28,9.53,187.72,33.57,68.53,18.49
Dubai,UAE,2023-05-09,61.63,11.86,88.18,28.35,4.75,70.88,1.36,50.95,6.94
Seoul,South Korea,2023-02-01,16.06,187.81,19.77,4.52,9.89,19.29,36.91,29.39,11.41
Los Angeles,USA,2023-06-21,74.18,132.28,81.13,28.32,8.54,105.4,37.44,40.56,9.35
Beijing,China,2023-03-16,71.53,128.01,89.12,24.75,5.26,121.63,29.01,11.91,15.77
Sydney,Australia,2023-10-25,84.53,59.02,34.02,27.44,5.78,78.41,-9.5,39.77,1.49
London,UK,2023-09-07,120.22,55.4,72.01,28.16,7.33,77.4,8.71,66.35,14.41
Bangkok,Thailand,2023-11-06,111.13,101.05,9.56,13.68,8.66,107.87,20.86,41.56,12.97
Seoul,South Korea,2023-06-05,79.71,195.27,91.26,7.6,1.24,170.92,-6.26,58.0,1.09
London,UK,2023-05-19,78.95,59.56,38.12,49.35,6.97,20.28,20.19,47.4,7.15
Istanbul,Turkey,2023-02-20,108.77,169.71,87.36,2.43,2.5,36.85,10.2,85.86,7.42
Johannesburg,South Africa,2023-10-14,112.53,55.67,72.43,11.7,6.14,110.86,13.84,74.13,14.82
Seoul,South Korea,2023-12-15,95.78,128.96,47.53,33.28,2.03,192.9,28.1,36.96,1.32
Mexico City,Mexico,2023-02-07,53.81,136.42,24.71,42.23,6.3,134.08,12.24,92.28,17.22
Toronto,Canada,2023-07-14,99.55,55.68,48.62,26.12,5.99,84.39,21.04,84.07,0.51
Toronto,Canada,2023-02-15,131.04,31.03,40.79,5.1,9.25,73.87,29.04,50.75,7.02
Berlin,Germany,2023-03-28,49.19,86.18,48.58,34.27,0.58,173.23,25.9,32.4,3.75
Paris,France,2023-05-21,49.76,109.46,63.54,27.9,1.96,165.62,10.95,93.02,0.7
Madrid,Spain,2023-02-03,23.15,169.24,82.3,23.32,1.82,20.01,13.39,81.01,9.62
Toronto,Canada,2023-04-24,45.64,144.61,20.86,21.88,1.32,167.66,-2.9,35.46,2.24
Seoul,South Korea,2023-01-06,126.93,41.91,41.99,29.23,3.19,118.35,29.35,45.0,15.47
Dubai,UAE,2023-01-12,62.11,45.79,42.44,7.08,7.78,179.34,10.79,51.39,8.63
Istanbul,Turkey,2023-02-10,138.71,48.42,95.65,2.86,1.43,43.94,-9.16,70.26,14.23
Bangkok,Thailand,2023-02-13,125.5,195.87,70.22,6.3,9.73,44.41,10.89,20.2,13.67
Dubai,UAE,2023-10-21,26.65,50.54,63.77,39.8,8.38,54.25,-6.88,67.61,5.2
Johannesburg,South Africa,2023-12-08,116.54,171.96,13.07,31.7,6.01,188.87,31.99,47.2,12.15
Toronto,Canada,2023-08-22,60.05,85.09,70.47,7.79,2.17,97.39,33.08,83.84,10.17
Berlin,Germany,2023-07-24,80.41,112.36,28.42,3.26,6.85,199.31,-6.38,65.44,0.7
Mumbai,India,2023-07-02,20.47,123.01,72.97,21.12,8.87,195.1,34.87,30.3,3.92
London,UK,2023-12-19,52.21,39.69,83.23,46.04,6.72,14.46,17.35,26.56,6.55
Johannesburg,South Africa,2023-04-19,111.79,197.17,62.06,30.41,3.48,116.82,39.8,71.0,4.99
London,UK,2023-06-19,101.11,11.82,29.14,4.04,7.62,190.88,31.41,80.61,15.5
Madrid,Spain,2023-04-09,131.63,141.56,62.54,35.29,3.42,188.27,12.12,67.09,19.04
Mumbai,India,2023-09-13,133.61,114.58,38.15,20.61,7.3,167.72,15.85,98.26,7.0
Rio de Janeiro,Brazil,2023-08-09,75.32,190.59,13.83,12.1,7.12,189.27,16.25,67.81,3.28
Madrid,Spain,2023-12-18,90.57,153.74,6.83,10.9,9.38,109.43,1.23,35.91,10.19
Mexico City,Mexico,2023-01-09,30.01,133.13,23.46,48.99,7.89,98.37,19.42,78.52,17.5
Sydney,Australia,2023-04-10,139.82,185.23,45.9,47.01,5.17,134.04,-0.44,27.03,13.62
Rio de Janeiro,Brazil,2023-05-23,116.8,168.8,70.45,4.28,4.4,149.1,37.84,94.04,6.94
London,UK,2023-02-05,101.62,72.29,20.27,48.32,5.0,196.45,8.37,74.53,12.33
Seoul,South Korea,2023-08-18,23.44,39.23,99.91,18.68,9.59,46.02,32.72,70.77,10.2
New York,USA,2023-01-10,15.11,58.87,96.06,21.26,2.06,142.36,11.81,37.98,8.31
Sydney,Australia,2023-01-16,30.32,100.74,26.06,6.25,5.04,190.89,24.4,69.08,5.05
Madrid,Spain,2023-05-02,53.89,63.02,30.22,8.84,4.15,128.89,-1.81,45.79,7.63
Berlin,Germany,2023-05-20,101.65,29.9,77.75,36.25,3.97,63.67,13.09,29.6,14.86
Johannesburg,South Africa,2023-05-28,119.25,45.93,76.0,32.53,8.52,167.4,21.03,51.16,5.31
Seoul,South Korea,2023-02-22,123.45,11.62,6.22,32.65,5.39,164.35,21.36,47.38,14.72
Bangkok,Thailand,2023-09-06,5.48,111.22,32.08,36.52,6.22,101.39,-5.51,55.61,17.35
Dubai,UAE,2023-05-03,78.27,62.89,43.75,23.81,1.1,77.42,10.02,77.87,19.32
Tokyo,Japan,2023-03-03,140.26,100.39,86.81,23.51,3.28,86.5,17.82,83.54,2.6
Mexico City,Mexico,2023-08-18,123.34,181.59,30.95,14.45,5.34,29.11,8.34,24.93,12.22
Madrid,Spain,2023-06-11,51.66,151.5,34.12,5.82,1.29,11.3,24.93,13.95,6.11
Johannesburg,South Africa,2023-07-16,86.09,41.01,63.09,1.34,6.51,30.3,-0.7,71.68,6.94
Tokyo,Japan,2023-10-27,11.88,143.03,99.41,33.92,3.08,196.12,17.59,27.14,3.03
Toronto,Canada,2023-09-06,15.21,186.03,40.8,45.54,8.18,87.43,-8.52,77.28,11.62
Berlin,Germany,2023-04-17,69.46,75.6,78.29,26.64,5.14,101.86,28.72,72.4,4.38
Seoul,South Korea,2023-12-07,132.95,170.16,10.03,21.33,5.43,49.68,25.9,76.11,0.59
Istanbul,Turkey,2023-08-08,17.25,41.73,50.44,43.71,4.16,109.13,-1.48,32.47,9.06
Dubai,UAE,2023-11-18,103.93,49.96,85.3,2.75,6.6,111.23,-6.46,89.48,5.09
Madrid,Spain,2023-03-26,41.4,30.94,37.51,16.56,2.22,128.94,35.28,83.02,3.5
Rio de Janeiro,Brazil,2023-10-20,51.05,57.02,70.11,22.66,2.9,35.86,-3.33,82.31,10.13
Madrid,Spain,2023-10-21,67.42,96.63,72.93,33.82,1.59,17.28,17.15,15.77,2.24
Seoul,South Korea,2023-11-08,92.8,162.19,55.76,32.06,9.45,196.87,7.43,55.54,8.87
Istanbul,Turkey,2023-12-24,97.44,148.11,82.04,45.65,2.38,17.32,9.28,88.65,2.67
Johannesburg,South Africa,2023-04-17,64.91,179.06,35.18,26.04,0.18,154.51,19.54,52.04,15.26
Sydney,Australia,2023-11-08,80.52,176.39,29.12,3.86,9.94,36.31,-3.29,42.29,9.36
Tokyo,Japan,2023-10-06,69.35,45.33,91.72,39.88,0.29,76.36,30.3,74.09,12.53
New York,USA,2023-07-20,102.93,147.9,22.96,10.1,2.95,113.4,17.75,62.98,8.35
Toronto,Canada,2023-09-10,68.38,194.85,98.21,42.08,4.19,99.74,10.27,35.02,16.33
Beijing,China,2023-04-22,16.73,161.68,22.0,45.17,9.74,32.07,39.88,68.59,11.25
Istanbul,Turkey,2023-06-10,31.97,192.76,98.15,38.39,1.89,70.06,17.73,61.29,16.79
Johannesburg,South Africa,2023-01-21,16.49,21.2,93.68,7.56,0.98,37.08,9.12,48.43,18.95
Berlin,Germany,2023-04-07,145.7,124.47,40.49,48.39,5.39,173.03,21.79,34.47,1.55
Paris,France,2023-08-26,38.28,142.17,88.8,49.28,1.02,37.29,26.47,57.53,18.19
Madrid,Spain,2023-01-08,79.4,62.24,27.54,25.71,0.25,91.3,36.77,52.06,2.13
Tokyo,Japan,2023-08-03,98.36,56.75,83.75,4.15,7.16,178.42,17.77,42.83,5.42
Rio de Janeiro,Brazil,2023-03-22,61.51,27.65,20.92,17.03,5.15,89.77,1.08,83.15,14.97
Paris,France,2023-09-18,8.74,158.16,71.62,2.67,9.16,73.5,-9.76,61.22,14.1
Rio de Janeiro,Brazil,2023-05-17,134.43,62.47,34.49,36.96,9.27,182.61,2.24,92.12,12.17
Mexico City,Mexico,2023-03-04,34.67,176.53,93.77,5.14,8.46,41.34,-0.39,57.14,1.56
Toronto,Canada,2023-03-02,7.9,57.64,82.28,9.11,7.33,166.07,6.49,76.65,18.21
Berlin,Germany,2023-06-25,98.29,171.59,95.13,20.58,9.97,196.68,13.76,83.12,3.06
Beijing,China,2023-01-23,64.74,188.33,47.89,49.94,3.88,20.18,10.55,26.46,3.43
Tokyo,Japan,2023-01-13,43.01,63.29,75.42,9.64,5.04,115.68,26.03,49.12,13.06
Mumbai,India,2023-03-09,5.6,20.85,37.28,15.51,6.0,96.58,-0.05,44.61,13.71
Johannesburg,South Africa,2023-03-09,123.82,50.23,63.82,36.55,9.43,35.61,15.1,17.63,14.14
Madrid,Spain,2023-07-11,53.74,148.18,68.71,32.8,5.82,84.46,22.02,97.42,15.3
Moscow,Russia,2023-03-24,68.25,114.83,26.01,36.07,0.11,154.28,-1.57,97.98,7.28
Rio de Janeiro,Brazil,2023-08-17,97.78,100.18,51.88,35.86,6.75,124.71,17.82,47.52,5.23
London,UK,2023-04-16,107.43,20.47,14.29,39.88,0.9,102.53,35.65,80.14,1.37
Berlin,Germany,2023-12-10,89.02,99.72,90.87,18.61,2.41,105.96,37.55,40.42,16.16
Tokyo,Japan,2023-01-03,62.77,130.07,69.29,24.78,0.55,32.57,31.35,87.15,16.16
New York,USA,2023-04-17,79.93,28.83,10.35,47.3,8.62,54.99,7.58,29.5,0.93
Toronto,Canada,2023-09-25,28.21,129.71,88.57,31.49,8.68,136.61,28.22,86.96,10.86
Berlin,Germany,2023-11-08,141.84,138.25,47.74,38.51,1.06,127.3,29.83,49.17,8.82
Berlin,Germany,2023-08-27,38.04,181.62,35.41,46.9,3.2,197.32,-0.91,94.7,6.17
Los Angeles,USA,2023-02-28,130.68,149.98,65.45,41.13,1.12,174.32,28.05,62.17,18.18
Toronto,Canada,2023-07-15,47.16,82.93,13.25,40.97,6.59,87.4,9.17,99.77,18.59
Paris,France,2023-04-15,6.25,24.23,62.72,21.39,4.46,36.53,28.37,73.19,11.53
Beijing,China,2023-09-27,54.37,17.96,54.57,23.38,6.65,76.8,-3.64,48.96,1.19
Madrid,Spain,2023-12-14,96.47,71.12,41.55,5.6,1.22,185.56,2.06,68.51,13.77
Dubai,UAE,2023-06-24,99.17,108.43,33.92,16.16,8.52,20.29,10.49,52.4,13.44
Istanbul,Turkey,2023-09-23,88.4,73.0,93.61,19.21,3.21,121.67,30.63,63.39,11.34
Madrid,Spain,2023-06-06,13.29,91.27,50.52,22.11,7.23,101.67,26.59,77.24,7.98
Sydney,Australia,2023-10-18,46.86,127.9,63.5,7.68,8.69,185.0,1.05,11.53,0.66
Rio de Janeiro,Brazil,2023-07-21,15.0,20.28,99.9,46.48,9.95,30.29,36.31,89.78,5.03
Cairo,Egypt,2023-09-18,129.85,130.46,15.68,27.89,9.16,83.68,13.68,20.37,5.83
Madrid,Spain,2023-06-12,79.03,153.85,10.94,36.72,5.06,15.3,2.02,59.48,1.88
Los Angeles,USA,2023-12-06,57.66,68.85,49.28,14.04,4.31,151.27,31.52,16.79,0.75
Madrid,Spain,2023-04-28,21.12,138.9,49.41,22.73,0.17,139.75,22.63,34.13,14.12
Mumbai,India,2023-05-20,43.63,63.66,20.89,26.09,5.8,150.77,28.79,61.89,18.81
Mexico City,Mexico,2023-09-08,146.33,128.59,28.12,27.84,9.73,66.09,-2.93,41.28,14.68
Berlin,Germany,2023-08-11,5.52,50.39,52.51,42.05,8.27,141.08,19.33,72.61,1.6
Johannesburg,South Africa,2023-07-26,31.57,90.44,61.33,14.52,8.33,85.53,5.53,25.09,1.01
Los Angeles,USA,2023-03-24,101.11,99.54,49.72,2.23,0.66,10.63,28.4,74.49,17.0
Sydney,Australia,2023-09-01,100.04,66.57,12.66,4.09,3.88,90.5,34.06,30.0,11.35
Cairo,Egypt,2023-03-24,84.65,139.8,51.59,17.51,7.35,95.57,29.54,53.36,5.49
New York,USA,2023-05-14,74.8,100.53,69.04,2.54,7.02,165.86,-0.09,55.61,7.19
Bangkok,Thailand,2023-03-21,76.84,106.68,10.99,2.87,5.02,128.63,35.17,67.61,8.38
Mumbai,India,2023-04-23,8.56,114.0,95.08,48.68,0.34,143.35,23.72,34.86,5.11
Beijing,China,2023-02-19,60.16,39.97,72.11,2.03,4.1,39.8,-4.52,35.59,1.36
Dubai,UAE,2023-12-19,143.09,79.97,44.62,42.88,3.99,129.0,21.43,64.05,19.67
Cairo,Egypt,2023-07-19,57.76,97.38,25.32,32.22,9.59,108.61,-3.44,39.57,4.54
Beijing,China,2023-09-25,34.96,41.92,72.54,28.37,3.41,14.39,10.34,82.23,8.67
Mumbai,India,2023-02-11,34.34,193.04,7.11,15.64,5.09,104.41,23.0,56.91,6.44
Cairo,Egypt,2023-08-13,112.75,186.43,98.18,4.99,2.77,173.71,32.74,71.93,17.82
London,UK,2023-01-17,30.29,114.53,6.23,8.52,8.42,22.98,-0.65,55.63,2.35
Madrid,Spain,2023-05-14,100.12,181.53,87.17,41.85,9.33,136.32,-8.48,59.04,6.56
Mumbai,India,2023-12-13,121.01,56.81,10.47,6.02,0.27,45.54,-8.9,15.09,19.61
Toronto,Canada,2023-01-14,14.67,62.39,53.06,44.46,3.87,169.4,-3.84,84.15,3.09
Rio de Janeiro,Brazil,2023-06-08,124.3,160.28,67.06,20.17,5.2,103.72,20.62,93.33,14.99
Dubai,UAE,2023-05-02,77.15,38.44,34.83,30.83,8.57,193.68,-7.45,63.17,8.72
Johannesburg,South Africa,2023-04-20,60.24,33.8,34.11,17.78,1.97,98.67,4.25,26.44,18.37
Moscow,Russia,2023-05-09,77.28,166.47,76.11,22.95,1.86,160.34,0.89,39.78,4.42
Dubai,UAE,2023-07-27,146.66,91.19,27.4,31.72,4.05,109.14,-1.78,36.16,6.33
Seoul,South Korea,2023-04-20,141.62,171.4,26.49,21.44,4.29,70.75,-8.18,20.84,9.6
Toronto,Canada,2023-09-20,139.42,96.35,52.98,4.19,0.97,77.84,16.63,39.95,15.01
Mumbai,India,2023-03-05,94.07,93.68,25.87,36.54,0.74,127.5,33.83,99.69,15.66
New York,USA,2023-02-17,83.91,175.52,69.12,9.72,2.25,127.6,0.5,94.06,16.05
Johannesburg,South Africa,2023-08-26,108.11,100.83,76.6,7.85,7.15,139.61,30.44,56.12,7.26
Toronto,Canada,2023-09-11,43.87,112.33,24.0,9.55,6.01,177.56,-3.06,35.86,4.27
Bangkok,Thailand,2023-08-19,83.09,77.19,25.67,25.45,0.31,32.43,7.68,26.24,9.67
Paris,France,2023-02-25,106.34,128.9,41.58,12.73,8.19,61.63,21.74,17.65,12.66
Madrid,Spain,2023-03-27,54.92,158.83,26.55,20.24,2.96,114.98,-4.58,79.81,19.55
Tokyo,Japan,2023-02-06,23.44,44.81,95.87,26.64,7.49,63.53,-8.94,60.46,14.87
Mumbai,India,2023-06-26,99.84,91.62,61.01,27.77,7.37,49.93,34.18,30.12,11.05
Dubai,UAE,2023-06-26,120.73,142.53,18.16,32.9,9.13,47.13,11.06,78.1,18.97
Seoul,South Korea,2023-05-20,144.3,155.36,89.26,35.86,1.68,168.98,-4.54,23.93,9.64
Berlin,Germany,2023-06-17,114.54,69.94,36.03,17.16,4.19,12.04,-0.21,66.67,14.04
Moscow,Russia,2023-10-17,140.48,34.81,76.57,46.09,8.17,39.61,9.76,87.12,1.08
Johannesburg,South Africa,2023-07-15,47.65,17.44,25.58,30.69,9.89,85.17,19.62,46.61,7.23
Istanbul,Turkey,2023-02-18,15.17,84.72,81.48,25.06,8.48,39.71,26.3,93.66,6.09
Mexico City,Mexico,2023-11-28,41.85,112.33,38.52,19.52,3.03,114.92,-4.52,32.32,17.48
Tokyo,Japan,2023-01-06,102.18,58.83,35.04,22.33,4.32,18.23,37.02,94.5,13.68
Berlin,Germany,2023-09-13,108.8,151.07,45.6,11.48,1.72,197.85,13.56,97.8,15.82
London,UK,2023-01-01,120.52,15.82,82.56,33.38,5.24,43.41,-5.76,12.04,11.51
Johannesburg,South Africa,2023-11-23,60.6,167.23,44.36,10.31,7.43,96.53,39.09,51.28,1.3
Bangkok,Thailand,2023-07-27,82.86,92.75,68.87,20.44,1.89,33.55,29.84,66.05,14.31
Moscow,Russia,2023-06-19,18.6,51.14,66.6,9.65,3.65,198.58,24.7,98.28,13.93
Los Angeles,USA,2023-09-09,91.2,190.76,76.35,9.97,4.25,12.99,3.64,88.15,13.4
Seoul,South Korea,2023-10-20,12.34,142.06,23.53,13.16,0.28,126.81,32.0,71.7,15.22
Madrid,Spain,2023-07-15,126.33,186.23,90.71,26.53,3.1,105.54,-4.6,46.85,2.16
Istanbul,Turkey,2023-02-22,26.59,54.33,18.17,30.59,1.59,165.61,11.66,92.14,16.94
Tokyo,Japan,2023-06-26,85.21,61.98,71.6,3.76,2.32,171.53,19.77,25.55,16.5
Paris,France,2023-08-03,54.89,124.32,75.35,19.13,9.1,55.3,3.51,11.37,5.64
Johannesburg,South Africa,2023-08-27,97.41,152.25,45.77,43.45,7.17,15.71,14.26,78.1,7.68
Rio de Janeiro,Brazil,2023-04-16,57.71,106.04,48.27,1.12,6.82,152.27,-1.61,97.63,7.82
Istanbul,Turkey,2023-08-16,49.13,133.35,62.3,33.68,6.93,42.73,33.86,78.98,8.57
Moscow,Russia,2023-05-16,57.44,64.7,90.54,41.38,5.54,46.55,30.72,67.22,2.06
Johannesburg,South Africa,2023-11-09,121.49,89.4,57.0,19.6,7.39,185.05,-2.64,85.44,1.06
Dubai,UAE,2023-05-18,60.84,49.95,29.62,13.51,3.55,79.1,4.12,43.16,5.03
Istanbul,Turkey,2023-05-22,60.92,139.41,73.07,14.18,7.97,84.07,-0.45,48.97,5.54
Johannesburg,South Africa,2023-10-12,94.52,46.61,32.75,29.33,9.05,88.76,-1.52,52.32,11.57
Johannesburg,South Africa,2023-10-16,144.66,198.18,34.72,39.52,5.1,122.47,9.79,48.22,12.28
Paris,France,2023-03-01,59.2,177.52,82.84,41.24,9.81,129.59,5.78,76.6,12.6
Madrid,Spain,2023-05-15,21.82,112.37,70.71,11.13,5.18,139.21,-9.55,18.19,12.88
Los Angeles,USA,2023-08-09,25.87,18.62,26.69,1.99,9.93,84.4,-0.9,34.68,2.15
Berlin,Germany,2023-03-26,101.68,16.16,58.57,9.43,8.12,167.56,-5.32,82.08,13.69
London,UK,2023-12-16,84.42,199.92,89.85,42.94,6.22,144.9,34.58,85.45,4.1
Mumbai,India,2023-07-26,15.92,144.99,10.03,33.94,0.95,184.02,17.09,16.38,15.83
Rio de Janeiro,Brazil,2023-11-12,60.51,91.82,51.92,25.83,4.93,190.02,4.98,69.26,18.44
Seoul,South Korea,2023-10-27,148.94,108.09,42.54,18.06,7.3,196.56,15.42,91.22,14.24
Moscow,Russia,2023-07-15,146.26,34.66,52.92,12.73,0.94,86.1,32.4,40.71,18.58
Dubai,UAE,2023-01-15,10.57,127.02,58.03,44.98,9.79,72.89,34.98,44.92,5.7
Tokyo,Japan,2023-07-27,6.67,124.63,60.44,48.24,8.57,63.34,30.8,95.62,5.06
Moscow,Russia,2023-01-27,89.79,26.96,53.99,17.02,8.03,112.31,23.5,75.68,12.75
Beijing,China,2023-06-18,148.76,137.43,40.56,41.51,9.17,184.71,-3.02,12.29,9.21
Mexico City,Mexico,2023-06-22,57.45,101.36,14.41,49.61,5.19,132.56,11.68,88.71,16.55
New York,USA,2023-10-05,128.37,124.22,76.28,47.21,1.86,37.42,5.26,76.98,3.2
Moscow,Russia,2023-02-12,50.4,32.31,56.41,37.15,7.54,147.92,11.15,80.25,14.44
Seoul,South Korea,2023-05-17,114.32,157.8,5.98,34.86,5.84,148.61,37.92,45.4,12.42
Sydney,Australia,2023-07-15,44.92,182.22,57.03,36.09,3.5,184.37,0.41,87.56,9.9
Rio de Janeiro,Brazil,2023-05-05,39.33,113.5,98.28,6.96,5.9,132.05,35.18,99.9,15.23
New York,USA,2023-05-18,43.92,31.6,94.82,9.56,8.27,61.33,37.1,25.64,19.57
Los Angeles,USA,2023-01-12,76.83,128.81,23.0,11.55,0.95,29.73,-2.18,32.48,17.9
Paris,France,2023-08-04,25.04,126.32,15.98,13.61,3.11,46.32,26.93,17.18,10.6
Johannesburg,South Africa,2023-03-19,95.74,52.14,94.81,15.37,0.63,162.26,16.17,56.87,11.68
Paris,France,2023-06-26,102.76,168.98,46.67,48.31,9.56,36.42,-8.69,44.41,9.61
New York,USA,2023-08-01,127.73,118.02,47.58,7.43,4.62,158.55,37.23,49.87,19.98
Moscow,Russia,2023-08-20,146.28,149.85,17.83,33.8,1.3,189.17,-2.85,26.42,7.88
Seoul,South Korea,2023-12-12,43.03,63.47,66.79,19.52,3.05,29.49,1.52,34.74,14.86
Paris,France,2023-05-21,43.93,104.48,23.87,19.89,0.45,75.76,5.25,77.99,5.8
Madrid,Spain,2023-01-24,142.45,29.39,16.56,26.8,3.03,137.53,25.16,21.81,11.38
Sydney,Australia,2023-05-26,124.99,58.12,90.93,35.44,6.9,65.18,19.71,23.54,1.75
New York,USA,2023-01-11,60.7,48.2,67.15,14.6,6.03,57.12,14.69,13.17,7.26
Rio de Janeiro,Brazil,2023-08-03,99.29,58.73,52.66,16.65,5.49,50.47,20.79,21.0,5.8
Istanbul,Turkey,2023-01-25,67.29,170.5,49.28,25.24,1.83,85.83,-4.98,22.77,13.37
Mumbai,India,2023-06-13,18.18,198.71,80.25,10.99,6.13,107.75,3.43,30.3,12.69
Sydney,Australia,2023-07-21,92.92,111.73,26.17,14.23,0.14,197.65,21.12,11.26,8.21
Moscow,Russia,2023-01-20,43.6,89.07,84.33,10.59,4.16,14.45,36.38,55.98,11.87
Bangkok,Thailand,2023-04-13,65.05,82.3,65.75,6.68,2.62,127.99,37.78,77.77,19.4
Tokyo,Japan,2023-06-20,106.28,84.54,41.3,32.09,4.96,156.98,12.32,71.28,11.33
Beijing,China,2023-02-27,100.48,71.67,61.77,30.43,9.94,39.51,21.66,43.32,2.18
