Emoji,Context,Platform,User Age,User Gender
😅,celebration,Twitter,59,Male
😢,sad,Twitter,37,Female
🙏,love,Instagram,32,Female
😡,happy,WhatsApp,17,Male
👏,surprise,WhatsApp,52,Female
😏,funny,Twitter,13,Male
😅,angry,WhatsApp,13,Female
😅,celebration,Twitter,52,Male
😘,angry,WhatsApp,56,Female
💔,happy,Instagram,23,Male
🤣,happy,WhatsApp,42,Male
👏,happy,WhatsApp,37,Male
😂,love,TikTok,22,Female
💕,surprise,WhatsApp,24,Male
😏,love,Snapchat,33,Male
😉,confusion,Snapchat,14,Female
💔,surprise,TikTok,24,Male
🤗,surprise,Twitter,18,Female
😳,sad,Instagram,39,Male
❤️,love,Instagram,26,Female
🤪,surprise,Snapchat,16,Female
😎,confusion,Twitter,45,Male
😘,surprise,TikTok,45,Male
😏,confusion,TikTok,17,Male
👏,surprise,Instagram,57,Female
🤣,cool,TikTok,49,Male
😘,sad,Instagram,49,Male
🤩,confusion,TikTok,14,Female
🙌,funny,WhatsApp,46,Male
🤪,confusion,Snapchat,40,Male
🥰,surprise,Instagram,56,Male
🙄,celebration,Snapchat,56,Female
🙌,celebration,WhatsApp,39,Male
🤩,celebration,Snapchat,34,Female
🥰,confusion,TikTok,53,Male
😘,celebration,WhatsApp,35,Female
😔,happy,TikTok,48,Female
😡,funny,Instagram,27,Female
👍,angry,Facebook,24,Female
👍,cool,Instagram,33,Male
😊,support,Instagram,28,Female
❤️,love,WhatsApp,15,Female
🙏,celebration,Instagram,31,Female
😅,support,Snapchat,22,Male
😂,surprise,Instagram,43,Male
😏,angry,Snapchat,36,Female
💕,surprise,Facebook,62,Male
🤪,support,TikTok,38,Male
🤣,cool,Snapchat,20,Male
🤪,funny,Snapchat,23,Male
🤔,sad,WhatsApp,36,Male
🤣,support,WhatsApp,51,Female
🤩,cool,WhatsApp,17,Male
🤪,celebration,Snapchat,29,Female
💕,angry,Instagram,26,Male
😘,cool,WhatsApp,62,Female
🙏,confusion,Instagram,45,Male
👏,confusion,Instagram,20,Female
🎉,confusion,Instagram,59,Male
🙌,celebration,TikTok,46,Female
🤪,funny,TikTok,44,Female
👏,love,WhatsApp,47,Female
🤣,happy,Instagram,41,Male
🙄,confusion,Facebook,58,Female
💔,surprise,Snapchat,58,Male
🙌,surprise,WhatsApp,29,Female
😡,angry,TikTok,20,Female
😢,celebration,Twitter,39,Female
😢,happy,Instagram,64,Female
🤔,happy,Snapchat,38,Male
🤣,angry,Twitter,36,Male
😳,funny,Twitter,19,Female
💕,celebration,Snapchat,43,Female
👏,cool,TikTok,24,Male
💔,celebration,Facebook,62,Female
💕,love,TikTok,36,Male
🙌,cool,Snapchat,33,Male
🙄,cool,Instagram,20,Male
💔,angry,Instagram,13,Female
🙌,funny,Instagram,59,Female
😍,celebration,Twitter,27,Female
😂,surprise,WhatsApp,23,Male
❤️,love,Facebook,19,Male
😉,support,Snapchat,32,Male
😳,cool,Twitter,16,Female
🤗,cool,Instagram,41,Female
😊,surprise,Snapchat,44,Male
😔,celebration,TikTok,16,Female
🥰,cool,Facebook,50,Male
😭,love,WhatsApp,50,Female
😇,support,Instagram,20,Female
😉,funny,WhatsApp,21,Female
🎉,celebration,Twitter,62,Male
🙄,celebration,TikTok,57,Male
🤩,sad,WhatsApp,61,Female
🥰,angry,Instagram,17,Male
🙏,support,Instagram,18,Female
❤️,celebration,Facebook,24,Male
😉,sad,Twitter,32,Female
🤩,cool,Facebook,45,Male
😜,surprise,WhatsApp,29,Male
😅,surprise,Snapchat,54,Male
🤪,cool,Instagram,61,Male
👏,cool,Facebook,58,Female
😭,support,TikTok,19,Female
🤩,surprise,Instagram,35,Male
😅,cool,TikTok,47,Female
😳,happy,Snapchat,14,Male
😭,sad,Instagram,43,Female
🤗,angry,WhatsApp,60,Female
😎,angry,Snapchat,46,Male
😉,angry,Twitter,14,Male
😉,angry,Facebook,46,Male
😏,love,Instagram,55,Female
🤗,happy,WhatsApp,14,Male
😔,celebration,Facebook,59,Male
🤗,support,Instagram,31,Female
😅,support,WhatsApp,26,Male
🤣,confusion,Snapchat,36,Male
🙄,happy,Twitter,29,Female
🙄,celebration,Instagram,20,Female
🎉,funny,TikTok,47,Male
😏,confusion,Instagram,55,Male
🤗,love,Instagram,55,Male
🙏,love,Twitter,47,Female
❤️,love,Instagram,47,Male
😡,cool,Twitter,17,Male
😎,sad,TikTok,41,Female
🤗,sad,Twitter,56,Male
😭,happy,Snapchat,53,Male
😡,sad,TikTok,60,Male
🙏,sad,Facebook,29,Female
🙄,funny,WhatsApp,33,Female
🤩,cool,TikTok,22,Male
😍,confusion,Twitter,50,Female
🤔,angry,TikTok,48,Male
😔,cool,Facebook,43,Female
🥰,funny,Twitter,50,Male
😭,sad,Snapchat,63,Female
❤️,funny,Snapchat,50,Female
❤️,cool,Snapchat,30,Male
❤️,sad,TikTok,60,Male
😘,funny,Snapchat,63,Male
🙌,cool,Facebook,51,Male
😊,love,Instagram,61,Female
😇,support,TikTok,48,Male
💕,funny,WhatsApp,62,Female
❤️,support,Twitter,27,Male
😜,celebration,Instagram,53,Female
😡,happy,Facebook,18,Female
😇,sad,Facebook,51,Male
🤪,celebration,WhatsApp,41,Female
🙄,sad,TikTok,39,Female
💔,surprise,WhatsApp,14,Male
🙌,support,Snapchat,51,Female
🤗,funny,Instagram,38,Female
😅,angry,Facebook,33,Female
🤪,cool,Instagram,23,Female
👍,angry,TikTok,18,Female
😇,confusion,Twitter,51,Male
😡,happy,Snapchat,14,Female
😇,happy,Instagram,61,Male
🤣,cool,Twitter,55,Female
😜,sad,WhatsApp,58,Male
😳,angry,Snapchat,17,Male
💕,sad,Snapchat,47,Female
🙄,angry,TikTok,48,Female
😳,happy,Twitter,61,Female
🙌,confusion,Snapchat,28,Female
💔,cool,Facebook,54,Male
🤩,love,Snapchat,53,Male
🤗,funny,Instagram,61,Male
😂,sad,TikTok,16,Female
😢,cool,WhatsApp,64,Female
🤣,sad,Instagram,25,Female
😳,confusion,Twitter,19,Male
🙏,angry,Snapchat,32,Female
😭,cool,TikTok,15,Female
😇,confusion,TikTok,13,Male
🤔,confusion,WhatsApp,22,Male
👏,confusion,WhatsApp,30,Female
👏,confusion,TikTok,34,Male
😎,angry,Snapchat,20,Male
😍,love,Instagram,62,Female
😉,celebration,Facebook,24,Male
🙏,angry,Twitter,33,Female
🎉,celebration,Snapchat,63,Female
🤩,cool,Facebook,24,Female
🤪,surprise,Snapchat,28,Female
😢,funny,TikTok,36,Male
🙏,support,Twitter,28,Female
😢,love,Instagram,32,Male
🎉,love,Instagram,51,Male
😘,confusion,Twitter,32,Female
😢,angry,Twitter,46,Male
😎,celebration,Instagram,60,Male
😍,love,TikTok,33,Male
🤣,celebration,Instagram,34,Female
😂,confusion,Snapchat,28,Female
🤪,celebration,Facebook,58,Female
😎,sad,Snapchat,55,Female
😎,surprise,WhatsApp,20,Male
😎,love,Facebook,47,Female
😏,surprise,Facebook,26,Male
🤪,funny,Twitter,60,Female
😂,support,Snapchat,60,Female
🎉,support,Facebook,36,Male
🤪,celebration,Facebook,51,Male
💔,sad,Twitter,40,Female
😍,funny,Instagram,48,Male
😜,support,WhatsApp,62,Male
😏,angry,Instagram,19,Male
😊,surprise,Facebook,63,Male
💔,celebration,TikTok,37,Male
😳,angry,TikTok,28,Male
😇,cool,WhatsApp,17,Female
🙏,sad,Instagram,19,Female
🎉,surprise,Instagram,20,Female
💕,surprise,TikTok,14,Male
👍,cool,TikTok,34,Female
❤️,sad,TikTok,17,Male
👍,love,TikTok,49,Male
😘,cool,Snapchat,25,Male
😉,celebration,TikTok,56,Male
😔,angry,TikTok,60,Male
🎉,angry,Snapchat,43,Male
😎,love,WhatsApp,24,Female
😳,love,WhatsApp,35,Female
😉,cool,Facebook,16,Female
😔,cool,Snapchat,42,Male
😜,sad,TikTok,57,Female
👍,happy,Twitter,16,Male
😍,support,Facebook,62,Female
👏,sad,Twitter,35,Male
😘,funny,Snapchat,15,Female
😜,funny,Instagram,50,Male
🥰,celebration,Instagram,31,Female
😉,cool,Facebook,34,Female
😏,surprise,WhatsApp,16,Male
👍,celebration,Snapchat,52,Male
😊,cool,Twitter,17,Male
😅,funny,Twitter,25,Female
🎉,love,Facebook,62,Female
💕,happy,Facebook,45,Male
😉,funny,Snapchat,31,Male
😎,cool,Instagram,48,Female
🥰,happy,Facebook,19,Male
🥰,cool,Snapchat,41,Male
🥰,funny,Instagram,36,Male
😎,support,WhatsApp,37,Female
🙏,support,TikTok,40,Female
😜,support,WhatsApp,31,Female
😍,sad,WhatsApp,29,Male
🙏,angry,Twitter,49,Male
🤪,sad,WhatsApp,61,Male
🤗,funny,Snapchat,54,Male
🙏,sad,Facebook,61,Female
😊,support,Instagram,14,Male
😅,support,Snapchat,27,Male
🤪,support,Instagram,40,Female
💔,celebration,Facebook,26,Male
🎉,confusion,Twitter,63,Female
🤩,funny,Facebook,26,Male
👏,love,Facebook,57,Female
🎉,angry,Facebook,39,Female
🥰,surprise,TikTok,33,Male
😇,happy,Instagram,27,Female
🤣,support,TikTok,32,Female
🤔,funny,Facebook,52,Female
👏,love,Snapchat,39,Female
🤗,love,WhatsApp,30,Male
😜,funny,WhatsApp,34,Female
👍,love,TikTok,45,Female
🤗,celebration,Snapchat,37,Female
🤣,funny,Twitter,51,Female
😉,support,WhatsApp,20,Female
😊,love,Instagram,40,Male
😡,funny,Twitter,21,Male
😭,celebration,Facebook,59,Female
😳,support,Twitter,35,Female
🤪,cool,TikTok,26,Male
😳,support,Facebook,58,Female
🤣,funny,WhatsApp,60,Male
😇,confusion,Facebook,43,Female
👏,love,Twitter,15,Male
🙌,surprise,Facebook,60,Male
👍,celebration,Snapchat,38,Male
😔,celebration,Facebook,53,Male
🤩,funny,Snapchat,52,Female
👍,funny,Instagram,58,Female
❤️,love,Snapchat,26,Male
👏,celebration,Twitter,43,Male
🙌,support,Instagram,52,Female
🙏,angry,Twitter,43,Male
🤩,cool,Instagram,58,Female
😊,confusion,Instagram,13,Male
💔,celebration,Snapchat,48,Female
😂,celebration,TikTok,59,Male
🙏,cool,TikTok,16,Female
👏,confusion,TikTok,58,Female
🤪,love,Instagram,26,Female
😡,happy,Twitter,22,Male
😔,cool,TikTok,36,Male
🤪,celebration,Twitter,21,Female
🤩,support,Instagram,58,Female
💔,surprise,Instagram,60,Male
😭,happy,Facebook,29,Male
💔,angry,Facebook,50,Female
🤪,support,Instagram,51,Female
🥰,funny,Instagram,58,Male
👏,sad,TikTok,47,Female
❤️,sad,WhatsApp,57,Female
😢,support,TikTok,20,Male
💕,sad,Facebook,44,Female
👏,confusion,TikTok,19,Female
😅,love,Snapchat,56,Male
😉,surprise,Twitter,22,Male
🤗,sad,Snapchat,40,Male
😂,sad,TikTok,23,Female
😜,sad,Facebook,20,Male
🥰,confusion,Facebook,56,Male
💕,love,TikTok,37,Male
😉,love,WhatsApp,28,Female
💔,funny,WhatsApp,44,Male
👏,support,Snapchat,48,Female
🤣,confusion,WhatsApp,48,Male
🙄,confusion,WhatsApp,51,Male
😊,cool,Instagram,38,Male
😊,cool,TikTok,22,Male
🎉,love,Instagram,59,Male
🙄,cool,TikTok,52,Male
🤪,angry,TikTok,43,Female
🤪,sad,WhatsApp,42,Male
💔,confusion,Twitter,32,Female
👍,angry,Twitter,46,Male
😏,cool,Instagram,27,Female
🥰,confusion,Twitter,20,Female
🤩,sad,TikTok,50,Male
🤩,confusion,Twitter,29,Female
😘,confusion,Instagram,54,Male
😜,funny,Twitter,24,Male
🎉,surprise,Snapchat,39,Female
😭,love,Snapchat,41,Male
😇,funny,Facebook,19,Female
😏,cool,TikTok,36,Female
🤣,love,Twitter,30,Female
😘,celebration,Snapchat,41,Female
😡,sad,Snapchat,59,Female
👍,confusion,Snapchat,53,Male
🤔,confusion,WhatsApp,48,Male
🙌,funny,Instagram,41,Male
😭,sad,Twitter,64,Female
😳,celebration,TikTok,30,Male
🤣,celebration,Snapchat,63,Female
💔,love,Facebook,63,Female
😭,sad,WhatsApp,42,Female
🥰,celebration,WhatsApp,25,Male
🙏,love,TikTok,34,Female
🙏,funny,Instagram,59,Female
❤️,sad,TikTok,18,Male
🙌,angry,Twitter,55,Female
😡,celebration,Facebook,17,Female
😢,confusion,TikTok,55,Male
💕,confusion,Twitter,37,Male
🎉,confusion,TikTok,20,Male
🥰,support,Snapchat,38,Male
🤩,celebration,TikTok,52,Female
❤️,sad,Facebook,27,Male
😍,confusion,TikTok,57,Male
🤔,love,Facebook,30,Female
🤪,confusion,Twitter,16,Female
😍,happy,Twitter,42,Female
👏,angry,WhatsApp,58,Female
😅,funny,TikTok,48,Female
🙄,love,Snapchat,46,Female
😊,confusion,TikTok,33,Female
😢,celebration,Snapchat,35,Male
😇,happy,Instagram,63,Female
🙄,love,Twitter,59,Male
😭,cool,Snapchat,39,Male
🤪,sad,TikTok,15,Male
🙏,sad,TikTok,56,Female
😢,surprise,Instagram,56,Male
😜,angry,Twitter,57,Male
😢,celebration,Instagram,59,Female
👍,support,TikTok,31,Male
😏,happy,Snapchat,15,Female
😂,surprise,WhatsApp,61,Male
🙌,happy,Facebook,14,Female
🤗,support,TikTok,31,Female
💔,confusion,WhatsApp,13,Female
💕,happy,Facebook,62,Female
😘,funny,Instagram,28,Male
😇,confusion,Twitter,27,Male
❤️,angry,Twitter,30,Male
👏,surprise,TikTok,55,Male
🙌,love,Twitter,63,Male
😡,support,WhatsApp,58,Female
💕,sad,Twitter,23,Female
🥰,support,TikTok,29,Female
😡,funny,Facebook,57,Male
😊,love,Facebook,55,Female
😎,celebration,Facebook,17,Male
🤣,surprise,Twitter,53,Male
🙏,angry,Snapchat,23,Female
🤩,love,Facebook,49,Female
😎,cool,Facebook,39,Male
😜,happy,Snapchat,59,Female
😂,angry,TikTok,24,Female
❤️,love,Twitter,61,Male
🙄,cool,Twitter,45,Female
😔,funny,WhatsApp,24,Female
🤩,sad,Twitter,57,Female
🤔,happy,Facebook,14,Male
👏,happy,WhatsApp,21,Female
😳,love,Snapchat,19,Male
😢,angry,Snapchat,48,Female
😔,surprise,Instagram,26,Female
🥰,confusion,WhatsApp,41,Female
🤣,surprise,Snapchat,55,Female
😘,support,Instagram,38,Female
🎉,support,Facebook,40,Female
🙏,sad,Snapchat,31,Male
🤩,cool,Instagram,35,Male
💔,funny,Instagram,55,Male
👏,angry,WhatsApp,23,Male
😔,angry,Twitter,36,Male
😘,funny,Facebook,56,Female
😔,angry,Twitter,43,Female
😔,happy,Instagram,59,Female
🤔,happy,Snapchat,16,Female
😇,sad,Twitter,19,Male
🤩,confusion,TikTok,16,Female
🎉,cool,TikTok,49,Female
😉,support,Twitter,29,Female
🤗,happy,Snapchat,29,Male
😡,surprise,Twitter,48,Female
😔,love,TikTok,31,Female
😭,celebration,Snapchat,55,Male
🤩,angry,Facebook,52,Male
🎉,cool,TikTok,54,Male
😊,confusion,WhatsApp,60,Female
👏,cool,Snapchat,55,Male
👍,sad,Snapchat,39,Female
🤪,support,Snapchat,35,Male
😡,celebration,WhatsApp,44,Female
🤗,sad,Instagram,49,Male
🥰,support,TikTok,57,Female
🤩,sad,Facebook,27,Female
💔,love,TikTok,50,Male
💕,confusion,Snapchat,26,Female
😭,cool,Twitter,40,Female
😳,happy,Facebook,40,Female
🙌,sad,Snapchat,61,Male
😇,celebration,Instagram,60,Female
🤩,surprise,Twitter,34,Male
💔,happy,Snapchat,62,Male
👏,sad,WhatsApp,42,Female
🙏,sad,Twitter,58,Female
🤪,confusion,WhatsApp,63,Female
🎉,celebration,Facebook,23,Female
🙄,surprise,Twitter,62,Female
🤪,funny,TikTok,55,Male
🙌,love,Twitter,62,Female
😇,surprise,WhatsApp,55,Male
🤪,cool,Facebook,46,Male
🙌,support,Facebook,49,Male
😡,sad,WhatsApp,46,Male
🙌,support,Snapchat,36,Female
🤗,love,Instagram,23,Male
😘,funny,WhatsApp,35,Male
😂,confusion,WhatsApp,42,Male
💕,sad,Snapchat,15,Female
😏,funny,Snapchat,48,Female
😭,angry,TikTok,37,Male
😜,confusion,TikTok,22,Female
💕,sad,Twitter,47,Male
🤣,sad,Twitter,45,Female
😡,support,Facebook,54,Male
🙏,love,Snapchat,62,Female
😇,support,Facebook,36,Female
😘,love,WhatsApp,44,Female
🙏,support,Facebook,13,Female
💔,funny,WhatsApp,18,Female
🤔,confusion,WhatsApp,30,Male
🤩,support,Snapchat,48,Male
🤪,angry,Facebook,59,Female
💕,cool,Snapchat,15,Female
🤗,celebration,TikTok,41,Female
👏,sad,WhatsApp,63,Male
🎉,angry,TikTok,56,Female
🙄,angry,Twitter,27,Female
🤩,angry,Instagram,29,Female
😭,celebration,Instagram,41,Female
😳,surprise,Snapchat,21,Male
😜,cool,WhatsApp,60,Male
😅,celebration,Snapchat,20,Male
💕,confusion,Snapchat,62,Male
😊,sad,TikTok,63,Female
💔,happy,Twitter,41,Female
😭,love,Snapchat,36,Female
👍,funny,Facebook,21,Female
😔,surprise,TikTok,25,Male
🤣,love,TikTok,33,Female
💕,angry,Twitter,38,Female
💔,angry,Instagram,43,Female
👏,funny,Snapchat,44,Male
😭,surprise,Snapchat,34,Female
👏,happy,Instagram,43,Female
🤔,celebration,Twitter,16,Male
😉,support,TikTok,35,Female
😊,angry,Twitter,26,Female
😜,sad,WhatsApp,61,Male
👏,love,Facebook,56,Female
😏,funny,Twitter,15,Male
😍,confusion,TikTok,41,Male
🤩,confusion,Snapchat,42,Male
🤔,happy,Facebook,47,Female
😡,support,Twitter,38,Male
😘,surprise,WhatsApp,34,Female
🙏,funny,Facebook,20,Male
🥰,love,Instagram,15,Female
🎉,cool,Snapchat,60,Female
🤔,surprise,Facebook,29,Male
😎,cool,Facebook,29,Female
😡,angry,Facebook,58,Female
🤗,surprise,Facebook,43,Female
💔,confusion,Instagram,48,Female
🙏,support,Facebook,14,Male
💔,cool,TikTok,54,Female
💔,cool,TikTok,39,Female
🤗,love,TikTok,61,Male
💔,confusion,Instagram,55,Male
🤩,confusion,Facebook,55,Male
😜,love,Facebook,27,Female
😎,angry,Instagram,13,Female
❤️,funny,Facebook,58,Male
💔,confusion,Twitter,52,Female
😅,support,Instagram,57,Male
🤣,happy,TikTok,40,Female
🤪,celebration,Snapchat,26,Male
🤔,surprise,Twitter,46,Male
💔,happy,Facebook,36,Female
😡,happy,Facebook,44,Female
💕,cool,Snapchat,50,Male
😂,support,Twitter,31,Female
😭,funny,TikTok,28,Female
🤗,happy,Instagram,39,Female
🤣,sad,Twitter,16,Male
💔,love,Snapchat,20,Female
😇,celebration,Instagram,24,Female
🙄,celebration,Instagram,46,Male
😊,happy,WhatsApp,21,Female
😎,love,Facebook,17,Female
😳,cool,Instagram,57,Male
🎉,celebration,Instagram,37,Female
😉,happy,WhatsApp,23,Male
🥰,happy,WhatsApp,41,Female
👍,love,Instagram,45,Female
💕,funny,Snapchat,27,Male
😅,confusion,TikTok,56,Female
❤️,support,TikTok,21,Female
😊,surprise,WhatsApp,22,Male
😊,sad,Twitter,63,Male
💔,love,Snapchat,59,Female
😔,cool,Twitter,48,Male
😔,cool,Twitter,15,Female
😘,celebration,Snapchat,55,Female
🥰,funny,Instagram,42,Male
💕,love,Facebook,53,Female
😎,confusion,TikTok,42,Female
😍,angry,Twitter,22,Female
🤣,love,Snapchat,45,Male
🥰,love,Twitter,18,Female
🤔,angry,Facebook,49,Female
🙏,funny,WhatsApp,38,Male
🥰,sad,WhatsApp,55,Male
🙌,confusion,TikTok,47,Female
🤪,surprise,TikTok,14,Male
😳,support,WhatsApp,54,Male
😉,sad,TikTok,27,Female
🙏,angry,Twitter,13,Female
🙌,love,Twitter,28,Male
💔,sad,Snapchat,22,Female
🤩,cool,Instagram,45,Female
😊,love,Facebook,26,Female
👏,love,WhatsApp,29,Female
💔,surprise,Instagram,16,Female
😍,support,Facebook,51,Male
💕,confusion,WhatsApp,24,Male
💕,cool,WhatsApp,58,Male
😇,sad,TikTok,29,Male
😎,cool,TikTok,27,Female
🎉,angry,Instagram,62,Male
🤔,cool,TikTok,49,Female
🙏,happy,Facebook,50,Female
😂,funny,Snapchat,40,Male
😅,confusion,TikTok,14,Male
🎉,celebration,WhatsApp,15,Female
😎,surprise,Instagram,14,Male
😊,support,Instagram,14,Male
😡,love,TikTok,49,Male
😅,support,Snapchat,49,Male
🤪,support,Snapchat,47,Male
❤️,love,Instagram,18,Male
😘,angry,Instagram,50,Female
🤔,angry,TikTok,48,Female
😔,cool,Twitter,27,Male
😏,celebration,Facebook,23,Female
😘,sad,Snapchat,21,Male
😎,sad,Snapchat,32,Male
😎,happy,Snapchat,35,Male
😏,angry,Instagram,23,Female
👏,cool,TikTok,29,Male
🤔,sad,WhatsApp,42,Male
😇,love,Facebook,60,Male
😜,support,TikTok,20,Male
🙏,funny,Instagram,42,Male
😢,sad,Facebook,21,Female
😊,angry,TikTok,39,Female
😜,celebration,Instagram,43,Male
😊,support,Snapchat,13,Female
😜,support,WhatsApp,25,Female
👍,confusion,Twitter,18,Female
😂,support,Instagram,61,Female
🎉,sad,Instagram,35,Male
🙏,sad,Snapchat,55,Female
👏,celebration,Twitter,54,Male
😎,confusion,Snapchat,47,Male
🙏,confusion,Instagram,52,Female
🥰,confusion,Snapchat,38,Male
😢,love,TikTok,25,Female
🤔,celebration,Facebook,56,Female
🤔,surprise,Facebook,31,Male
😅,sad,Facebook,56,Male
🙏,funny,Twitter,57,Male
🙌,happy,TikTok,32,Female
👍,celebration,Facebook,39,Male
🤣,angry,WhatsApp,35,Male
💕,cool,Twitter,24,Male
🤔,funny,Snapchat,37,Female
😜,love,Snapchat,20,Female
🤔,surprise,TikTok,35,Male
😅,funny,WhatsApp,55,Male
👍,love,Facebook,25,Male
😳,surprise,Snapchat,49,Male
❤️,surprise,Snapchat,46,Male
🙌,support,Snapchat,55,Male
😅,celebration,Twitter,56,Male
😎,funny,Snapchat,15,Male
😏,support,WhatsApp,21,Male
😍,happy,TikTok,47,Male
😏,confusion,Twitter,44,Female
😜,happy,Twitter,57,Female
😏,confusion,Snapchat,46,Male
😭,happy,TikTok,24,Male
😭,angry,Instagram,17,Male
🤪,confusion,WhatsApp,34,Female
❤️,celebration,WhatsApp,19,Male
😎,support,WhatsApp,52,Female
🙄,celebration,Twitter,38,Male
😎,happy,Twitter,48,Female
😉,celebration,Twitter,33,Female
🤩,celebration,Twitter,64,Male
😭,support,Twitter,23,Male
😎,support,Instagram,34,Male
🤔,love,WhatsApp,42,Female
🤔,cool,WhatsApp,45,Female
💕,love,Snapchat,47,Male
😊,celebration,WhatsApp,17,Female
😔,sad,TikTok,63,Female
🙄,happy,TikTok,33,Female
🤩,funny,TikTok,43,Male
😎,funny,Instagram,59,Female
💔,confusion,Twitter,27,Male
😳,confusion,Instagram,40,Male
❤️,sad,TikTok,50,Male
🤩,funny,Twitter,64,Male
😜,love,Snapchat,26,Female
💕,celebration,Twitter,31,Male
😇,support,Facebook,43,Female
😍,love,Facebook,46,Male
🤩,angry,Twitter,28,Female
😢,support,Facebook,50,Male
🤗,angry,TikTok,55,Female
😔,love,WhatsApp,61,Female
💔,funny,WhatsApp,17,Male
🤗,love,Instagram,35,Female
🙏,funny,WhatsApp,26,Male
😔,happy,Snapchat,20,Female
😳,surprise,Snapchat,23,Female
👏,happy,TikTok,56,Male
😇,happy,Instagram,61,Female
🙏,sad,Facebook,13,Female
🤗,love,Snapchat,16,Female
🎉,support,WhatsApp,36,Female
🤗,angry,WhatsApp,25,Female
😎,sad,Twitter,62,Female
🙄,sad,Instagram,45,Male
💕,angry,Facebook,31,Male
👍,happy,TikTok,26,Male
🤪,celebration,Twitter,30,Female
😘,support,TikTok,38,Female
😅,love,TikTok,44,Male
🥰,angry,WhatsApp,43,Female
🤩,funny,Instagram,37,Male
🤔,support,Instagram,60,Male
🙏,funny,Snapchat,61,Female
💕,celebration,WhatsApp,21,Male
🤔,cool,TikTok,33,Female
😡,cool,WhatsApp,60,Male
💕,happy,Twitter,14,Female
🤔,cool,WhatsApp,24,Male
💕,angry,WhatsApp,46,Male
🙌,confusion,Facebook,23,Female
❤️,happy,Instagram,48,Female
👍,celebration,Facebook,56,Male
❤️,cool,TikTok,55,Female
🤪,cool,WhatsApp,20,Female
😳,angry,TikTok,18,Male
😢,support,Twitter,27,Female
😂,love,Snapchat,37,Female
😉,angry,Facebook,33,Male
😊,angry,TikTok,55,Male
🤩,support,Facebook,18,Male
🙄,sad,Twitter,60,Male
🙄,happy,WhatsApp,48,Female
😭,celebration,Snapchat,28,Female
😍,support,Facebook,13,Female
🎉,happy,Twitter,28,Male
😢,sad,Facebook,19,Female
🤪,surprise,WhatsApp,43,Male
💔,cool,WhatsApp,26,Female
😊,love,TikTok,48,Female
😘,support,Facebook,21,Male
🥰,cool,Snapchat,44,Male
🙄,celebration,TikTok,49,Male
🙄,angry,WhatsApp,50,Female
🙌,happy,Instagram,41,Female
🤔,love,Snapchat,26,Female
😭,angry,WhatsApp,62,Female
💔,cool,Snapchat,62,Male
👏,surprise,Instagram,26,Male
😅,happy,TikTok,42,Male
😔,celebration,Facebook,28,Female
😇,happy,Instagram,59,Female
👍,love,Snapchat,56,Female
🤗,angry,TikTok,41,Male
😘,happy,TikTok,30,Male
💔,love,Twitter,49,Female
🤩,sad,TikTok,29,Male
🙏,surprise,TikTok,63,Female
😍,funny,Twitter,17,Female
💕,celebration,Snapchat,56,Male
😘,support,TikTok,25,Male
😔,sad,Twitter,28,Male
🙏,love,WhatsApp,23,Female
💕,celebration,Snapchat,44,Male
🤩,angry,WhatsApp,59,Female
😳,celebration,Snapchat,24,Male
🤣,cool,Instagram,41,Female
👏,love,Snapchat,39,Male
😅,funny,Snapchat,32,Female
👏,surprise,Facebook,16,Female
🤪,angry,Twitter,50,Female
😢,sad,Twitter,16,Female
😏,happy,Instagram,53,Male
🤩,funny,Instagram,27,Female
👏,sad,Instagram,34,Male
🤔,happy,Facebook,27,Male
🤣,sad,Instagram,53,Female
🙄,confusion,Snapchat,37,Male
🎉,love,TikTok,17,Female
🤔,happy,Twitter,22,Female
😅,support,WhatsApp,33,Female
🤗,confusion,Snapchat,36,Male
😡,support,Snapchat,63,Male
😘,celebration,Facebook,61,Male
🤣,love,Facebook,58,Female
🤗,surprise,Facebook,63,Male
🤩,celebration,Twitter,20,Male
😏,confusion,TikTok,37,Female
👍,confusion,TikTok,42,Male
💔,happy,Instagram,15,Male
😊,support,TikTok,63,Female
💕,surprise,Twitter,54,Female
😳,angry,Twitter,20,Male
😭,love,Twitter,63,Female
🎉,sad,Twitter,20,Female
😳,confusion,WhatsApp,17,Female
🙌,angry,Instagram,44,Male
😎,happy,Twitter,60,Male
💕,support,TikTok,40,Female
👏,funny,Twitter,24,Female
👏,happy,Twitter,20,Female
😉,celebration,Twitter,14,Female
😡,celebration,TikTok,58,Female
😢,celebration,Instagram,35,Male
👏,celebration,TikTok,34,Female
💕,angry,TikTok,43,Male
😔,funny,WhatsApp,53,Male
😔,surprise,TikTok,40,Female
🎉,angry,Snapchat,41,Male
🥰,sad,Snapchat,60,Female
🤪,happy,Instagram,33,Female
😊,surprise,Facebook,14,Male
😜,happy,Facebook,44,Male
🤔,love,Facebook,26,Male
😍,funny,WhatsApp,58,Male
💔,support,WhatsApp,18,Female
🥰,angry,Facebook,62,Female
👏,funny,Facebook,55,Female
👍,cool,TikTok,23,Male
😏,confusion,Twitter,23,Female
🙌,love,Twitter,62,Male
👍,happy,Facebook,55,Female
😔,love,WhatsApp,53,Female
😡,surprise,WhatsApp,27,Female
😢,funny,Facebook,45,Female
😢,love,Instagram,64,Male
😜,cool,Twitter,62,Male
😢,angry,Instagram,17,Female
😔,love,WhatsApp,39,Female
❤️,celebration,Instagram,53,Male
